Map			Zone																																																																									Connections																																																																																																										
				Type					Restrictions				Player towns					Neutral towns					Town types									Minimum mines							Mine Density							Terrain									Monsters												Treasure									Zones					Restrictions																																																																																																					
Name	Minimum Size	Maximum Size	Id	human start	computer start	Treasure	Junction	Base Size	Minimum human positions	Maximum human positions	Minimum total positions	Maximum total positions	Ownership	Minimum towns	Minimum castles	Town Density	Castle Density	Minimum towns	Minimum castles	Town Density	Castle Density	Towns are of same type	Castle	Rampart	Tower	Inferno	Necropolis	Dungeon	Stronghold	Fortress	Elemental	Wood	Mercury	Ore	Sulfur	Crystal	Gems	Gold	Wood	Mercury	Ore	Sulfur	Crystal	Gems	Gold	Match to town	Dirt	Sand	Grass	Snow	Swamp	Rough	Cave	Lava	Strength	Match to town	Neutral	Castle	Rampart	Tower	Inferno	Necropolis	Dungeon	Stronghold	Fortress	Forge	Low	High	Density	Low	High	Density	Low	High	Density	Zone 1	Zone 2	Value	Wide	Border Guard	Minimum human positions	Maximum human positions	Minimum total positions	Maximum total positions																																																																																																		
Small Ring	1	2	1	x				11	1	8	2	8	1		1								x	x	x	x	x	x	x	x	x	1	1	1	1											x									avg		x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9	1	2	4500			1	8	2	8																																																																																																		
			2	x				11	1	8	2	8	2		1								x	x	x	x	x	x	x	x	x	1		1	1	1										x									avg		x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9	2	3	4500			1	8	2	8																																																																																																		
			3	x				11	1	8	2	8	3		1								x	x	x	x	x	x	x	x	x	1		1		1	1									x									avg		x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9	3	4	4500			1	8	2	8																																																																																																		
			4	x				11	1	8	2	8	4		1								x	x	x	x	x	x	x	x	x	1	1	1			1									x									avg		x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9	4	5	4500			1	8	5	8																																																																																																		
			5	x				11	1	8	5	8	5		1								x	x	x	x	x	x	x	x	x	1	1	1	1											x									avg		x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9	5	6	4500			1	8	6	8																																																																																																		
			6	x				11	1	8	6	8	6		1								x	x	x	x	x	x	x	x	x	1		1	1	1										x									avg		x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9	6	7	4500			1	8	7	8																																																																																																		
			7	x				11	1	8	7	8	7		1								x	x	x	x	x	x	x	x	x	1		1		1	1									x									avg		x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9	7	8	4500			1	8	8	8																																																																																																		
			8	x				11	1	8	8	8	8		1								x	x	x	x	x	x	x	x	x	1	1	1			1									x									avg		x	x	x	x	x	x	x	x	x	x	10000	15000	1	3000	6000	6	500	3000	9	8	1	4500			1	8	8	8																																																																																																		
																																																																												4	1	4500			1	8	2	8																																																																																																		
																																																																												5	1	4500			1	8	5	8																																																																																																		
																																																																												6	1	4500			1	8	6	8																																																																																																		
																																																																												7	1	4500			1	8	7	8																																																																																																		
Ring	4	32	1			x		10	1	8	2	8								6	6												1		1	1	1			1		1	1	1			x		x			x	x		avg		x	x	x	x	x	x	x	x	x	x	15000	25000	1	3000	6000	5	500	3000	7	1	2	0	x		1	8	2	8																																																																																																		
			2			x		10	1	8	2	8								6	6												1		1	1	1			1		1	1	1			x		x			x	x		avg		x	x	x	x	x	x	x	x	x	x	15000	25000	1	3000	6000	5	500	3000	7	1	3	0			1	8	2	8
			3	x				10	1	8	2	8	1		1		1			6	6		x	x	x	x	x	x	x	x	x	1		1					1		1					x									avg		x	x	x	x	x	x	x	x	x	x	4500	7500	1	3000	6000	3	500	3000	9	1	4	0			1	8	2	8
			4	x				10	1	8	2	8	2		1		1			6	6		x	x	x	x	x	x	x	x	x	1		1					1		1					x									avg		x	x	x	x	x	x	x	x	x	x	4500	7500	1	3000	6000	3	500	3000	9	1	5	2000			1	8	3	3
			5			x		10	1	8	3	8								6	6												1		1	1	1			1		1	1	1			x		x			x	x		avg		x	x	x	x	x	x	x	x	x	x	15000	25000	1	3000	6000	5	500	3000	7	1	6	2000			1	8	4	4
			6			x		10	1	8	4	8								6	6												1		1	1	1			1		1	1	1			x		x			x	x		avg		x	x	x	x	x	x	x	x	x	x	15000	25000	1	3000	6000	5	500	3000	7	1	9	2000			1	8	5	5
			7	x				10	1	8	3	8	3		1		1			6	6		x	x	x	x	x	x	x	x	x	1		1					1		1					x									avg		x	x	x	x	x	x	x	x	x	x	4500	7500	1	3000	6000	3	500	3000	9	1	10	2000			1	8	6	6
			8	x				10	1	8	4	8	4		1		1			6	6		x	x	x	x	x	x	x	x	x	1		1					1		1					x									avg		x	x	x	x	x	x	x	x	x	x	4500	7500	1	3000	6000	3	500	3000	9	1	13	2000			1	8	7	7
			9			x		10	1	8	5	8								6	6												1		1	1	1			1		1	1	1			x		x			x	x		avg		x	x	x	x	x	x	x	x	x	x	15000	25000	1	3000	6000	5	500	3000	7	1	14	2000			1	8	8	8
			10			x		10	1	8	6	8								6	6												1		1	1	1			1		1	1	1			x		x			x	x		avg		x	x	x	x	x	x	x	x	x	x	15000	25000	1	3000	6000	5	500	3000	7	2	3	0			1	8	2	8
			11	x				10	1	8	5	8	5		1		1			6	6		x	x	x	x	x	x	x	x	x	1		1					1		1					x									avg		x	x	x	x	x	x	x	x	x	x	4500	7500	1	3000	6000	3	500	3000	9	2	4	0			1	8	2	8
			12	x				10	1	8	6	8	6		1		1			6	6		x	x	x	x	x	x	x	x	x	1		1					1		1					x									avg		x	x	x	x	x	x	x	x	x	x	4500	7500	1	3000	6000	3	500	3000	9	2	5	2000			1	8	3	8
			13			x		10	1	8	7	8								6	6												1		1	1	1			1		1	1	1			x		x			x	x		avg		x	x	x	x	x	x	x	x	x	x	15000	25000	1	3000	6000	5	500	3000	7	5	6	0	x		1	8	4	8
			14			x		10	1	8	8	8								6	6												1		1	1	1			1		1	1	1			x		x			x	x		avg		x	x	x	x	x	x	x	x	x	x	15000	25000	1	3000	6000	5	500	3000	7	5	7	0			1	8	3	8
			15	x				10	1	8	7	8	7		1		1			6	6		x	x	x	x	x	x	x	x	x	1		1					1		1					x									avg		x	x	x	x	x	x	x	x	x	x	4500	7500	1	3000	6000	3	500	3000	9	5	8	0			1	8	4	8
			16	x				10	1	8	8	8	8		1		1			6	6		x	x	x	x	x	x	x	x	x	1		1					1		1					x									avg		x	x	x	x	x	x	x	x	x	x	4500	7500	1	3000	6000	3	500	3000	9	6	7	0			1	8	4	8
																																																																												6	8	0			1	8	4	8
																																																																												6	9	2000			1	8	5	8
																																																																												9	10	0	x		1	8	6	8
																																																																												9	11	0			1	8	5	8
																																																																												9	12	0			1	8	6	8
																																																																												10	11	0			1	8	6	8
																																																																												10	12	0			1	8	6	8
																																																																												10	13	2000			1	8	7	8
																																																																												13	14	0	x		1	8	7	8
																																																																												13	15	0			1	8	7	8
																																																																												13	16	0			1	8	7	8
																																																																												14	15	0			1	8	8	8
																																																																												14	16	0			1	8	8	8
Dragons	8	32	1	x				14	1	2	2	6	1		1		1			6	6			x								1		1			1		1		1			1		x									weak		x	x	x	x	x	x	x	x	x	x	1000	2000	4	500	2000	8	0	0	0	1	2	0			1	2	2	6
			2			x		26	1	2	2	6								6	6												1				1			1				1			x		x						avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	100	5000	4	500	3000	8	1	3	0			1	2	2	6
			3				x	12	1	2	2	6																																			x								none		x	x	x	x	x	x	x	x	x	x	500	1500	7	0	0	0	0	0	0	2	3	0			1	2	2	6
			4		x			30	1	2	2	6	5	1		1				6	6		x									1	1	1					1	1	1					x									avg		x	x	x	x	x	x	x	x	x	x	14000	22000	1	2000	6000	4	100	3000	8	2	4	0			1	2	2	6
			5			x		20	1	2	2	6								6	6															1							1				x		x						avg		x	x	x	x	x	x	x	x	x	x	8000	12000	1	1000	3000	1	500	3000	9	2	7	0			1	2	2	6
			6			x		12	1	2	2	6								6	6													1							1						x		x						avg		x	x	x	x	x	x	x	x	x	x	3000	6000	4	500	3000	9	0	0	0	3	5	0			1	2	2	6
			7			x		30	1	2	2	6								6	6														1							1					x		x						avg		x	x	x	x	x	x	x	x	x	x	9000	15000	1	2000	6000	4	100	2000	8	3	6	0			1	2	2	6
			8			x		30	1	2	2	6								6	6											1							1								x		x						avg		x	x	x	x	x	x	x	x	x	x	20000	30000	1	2000	6000	6	500	3000	6	4	8	0			1	2	2	6
			9			x		20	1	2	2	6								6	6												1							1							x		x						avg		x	x	x	x	x	x	x	x	x	x	2000	5000	4	0	0	0	0	0	0	5	9	0			1	2	2	6
			10			x		30	1	2	2	6								6	6																1							1			x		x						avg		x	x	x	x	x	x	x	x	x	x	5000	7000	2	100	4000	3	500	3000	8	6	7	0			1	2	2	6
			11		x			12	1	2	2	6	4	1		1				6	6				x							1							1								x		x						avg		x	x	x	x	x	x	x	x	x	x	3000	6000	3	500	3000	9	0	0	0	6	9	0			1	2	2	6
			12				x	10	1	2	2	6																																			x								none		x	x	x	x	x	x	x	x	x	x	500	1500	7	0	0	0	0	0	0	6	10	0			1	2	2	6
			13				x	10	1	2	2	6																																			x								none		x	x	x	x	x	x	x	x	x	x	500	1500	7	0	0	0	0	0	0	6	11	0			1	2	2	6
			14			x		20	1	2	2	6								6	6													1							1						x		x						avg		x	x	x	x	x	x	x	x	x	x	1000	4000	3	500	3000	10	0	0	0	7	8	0			1	2	2	6
			15				x	16	1	2	2	6																																			x						x		none		x	x	x	x	x	x	x	x	x	x	500	1500	7	0	0	0	0	0	0	7	12	0			1	2	2	6
			16				x	30	1	2	2	6																																			x						x		none		x	x	x	x	x	x	x	x	x	x	500	1500	7	0	0	0	0	0	0	7	13	0			1	2	2	6
			17			x		12	1	2	2	6								6	6																										x						x	x	avg		x	x	x	x	x	x	x	x	x	x	7000	13000	1	3000	7000	5	500	2000	7	8	13	0			1	2	2	6
			18			x		10	1	2	2	6								6	6																										x						x	x	avg		x	x	x	x	x	x	x	x	x	x	1000	3000	8	500	3000	5	0	0	0	9	10	0			1	2	2	6
			19			x		10	1	2	2	6								6	6																										x						x	x	weak		x	x	x	x	x	x	x	x	x	x	3000	6000	4	100	1500	8	0	0	0	9	14	0			1	2	2	6
			20			x		12	1	2	2	6								6	6																										x						x	x	weak		x	x	x	x	x	x	x	x	x	x	20000	30000	1	1000	5000	4	100	2000	8	10	12	0			1	2	2	6
			21			x		12	1	2	2	6								6	6																										x						x	x	avg		x	x	x	x	x	x	x	x	x	x	500	2000	10	0	0	0	0	0	0	10	14	0			1	2	2	6
			22				x	16	1	2	2	6																																			x						x		none		x	x	x	x	x	x	x	x	x	x	500	1500	7	0	0	0	0	0	0	13	15	8000			1	2	2	6
			23			x		10	1	2	2	6								6	6																										x						x	x	weak		x	x	x	x	x	x	x	x	x	x	1000	5000	6	500	3000	7	0	0	0	15	16	0			1	2	2	6
			24			x		16	1	2	2	6								6	6													1	1						1	1					x						x	x	weak		x	x	x	x	x	x	x	x	x	x	500	3000	10	0	0	0	0	0	0	15	17	0			1	2	2	6
			25			x		18	1	2	2	6								6	6												1	1	1	1	1			1	1	1	1	1			x						x	x	weak		x	x	x	x	x	x	x	x	x	x	3000	6000	2	100	1500	8	0	0	0	16	18	0			1	2	2	6
			26				x	8	1	2	2	6																																			x						x		none		x	x	x	x	x	x	x	x	x	x	500	1500	7	0	0	0	0	0	0	16	19	0			1	2	2	6
			27				x	8	1	2	2	6																																			x						x		none		x	x	x	x	x	x	x	x	x	x	500	1500	7	0	0	0	0	0	0	16	20	0			1	2	2	6
			28		x			16	1	2	2	6	3	1		1				6	6						x					1							1							x									weak		x	x	x	x	x	x	x	x	x	x	100	2000	10	0	0	0	0	0	0	16	21	0			1	2	2	6
			29	x				12	1	2	2	6	2		1		1			6	6							x				1							1							x									weak		x	x	x	x	x	x	x	x	x	x	500	2000	10	0	0	0	0	0	0	17	22	2000			1	2	2	6
			30				x	8	1	2	2	6																																			x						x		none		x	x	x	x	x	x	x	x	x	x	500	1500	7	0	0	0	0	0	0	21	23	0			1	2	2	6
			31			x		16	1	2	2	6								6	6												1		1		1			1		1		1			x						x	x	weak		x	x	x	x	x	x	x	x	x	x	1000	6000	6	500	3000	7	0	0	0	22	24	0			1	2	2	6
			32		x			12	1	2	2	6	6							6	6					x								1							1					x									avg		x	x	x	x	x	x	x	x	x	x	100	2000	10	0	0	0	0	0	0	23	25	0			1	2	2	6
			33			x		20	1	2	2	6								6	6											1			1				1			1					x						x	x	weak		x	x	x	x	x	x	x	x	x	x	10000	14000	1	4000	8000	2	100	2000	7	24	26	0			1	2	2	6
																																																																												25	27	0			1	2	2	6
